index,Item Type,Serving Size,Calories,fat,Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),carbs,Dietary Fiber (g),Total Sugars (g),Added Sugars (g),protein,Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Table Type,as_of,Drink Type,oz_int,Total Fat_calories,Total Carb_calories,Protein_calories,calc_cals,Total Fat_pct,Total Carb_pct,Protein_pct,cals_match
1,Sweet Black Pepper Bacon Breakfast Sandwich,1 Sandwich,650.0,41.0,17.0,0.0,205.0,850.0,46.0,1.0,11.0,10.0,23.0,4.0,257.0,197.0,3.0,Sandwiches,12-15-2022,,,369.0,184.0,92.0,645.0,57.21,28.53,14.26,True
2,Sweet Black Pepper Bacon Wake- Up Wrap,1 Wrap,280.0,18.0,7.0,0.0,115.0,560.0,18.0,1.0,4.0,4.0,13.0,1.0,135.0,200.0,1.0,Sandwiches,12-15-2022,,,162.0,72.0,52.0,286.0,56.64,25.17,18.18,True
3,Tomato Pesto Grilled Cheese,1 Sandwich,520.0,22.0,9.0,0.0,45.0,1110.0,60.0,5.0,4.0,0.0,20.0,0.0,491.0,363.0,4.0,Sandwiches,12-15-2022,,,198.0,240.0,80.0,518.0,38.22,46.33,15.44,True
0,Sweet Black Pepper Snacking Bacon,8 Pieces,190.0,12.0,4.5,0.0,35.0,500.0,10.0,0.0,9.0,9.0,10.0,0.0,171.0,17.0,1.0,Snacking Bacon,12-15-2022,,,108.0,40.0,40.0,188.0,57.45,21.28,21.28,True
0,Stuffed Bagel Minis - Everything,2 Bagel Minis,260.0,12.0,7.0,0.0,30.0,400.0,34.0,3.0,5.0,2.0,8.0,0.0,120.0,60.0,2.0,Stuffed Bagel Minis,12-15-2022,,,108.0,136.0,32.0,276.0,39.13,49.28,11.59,False
1,Stuffed Bagel Minis - Plain,2 Bagel Minis,240.0,10.0,6.0,0.0,30.0,400.0,32.0,2.0,5.0,2.0,7.0,0.0,120.0,45.0,2.0,Stuffed Bagel Minis,12-15-2022,,,90.0,128.0,28.0,246.0,36.59,52.03,11.38,True
0,Stuffed Biscuit Bites,2 Biscuit Bites,260.0,13.0,6.0,0.0,85.0,690.0,25.0,1.0,2.0,1.0,10.0,0.0,96.0,123.0,2.0,Stuffed Biscuit Bites,12-15-2022,,,117.0,100.0,40.0,257.0,45.53,38.91,15.56,True
0,Avocado Spread,1 Unit,80.0,7.0,1.0,0.0,0.0,200.0,4.0,3.0,0.0,0.0,1.0,0.0,232.0,6.0,0.0,Avocado Toast,12-15-2022,,,63.0,16.0,4.0,83.0,75.9,19.28,4.82,True
1,Avocado Toast,1 Piece,240.0,11.0,1.5,0.0,0.0,530.0,34.0,6.0,1.0,0.0,6.0,0.0,371.0,47.0,2.0,Avocado Toast,12-15-2022,,,99.0,136.0,24.0,259.0,38.22,52.51,9.27,False
2,Bacon Topped Avocado Toast,1 Piece,290.0,14.0,3.5,0.0,15.0,740.0,32.0,5.0,2.0,1.0,10.0,0.0,378.0,26.0,2.0,Avocado Toast,12-15-2022,,,126.0,128.0,40.0,294.0,42.86,43.54,13.61,True
0,Cinnamon Raisin Bagel,1 Bagel,320.0,1.0,0.0,0.0,0.0,510.0,67.0,4.0,13.0,6.0,11.0,0.0,160.0,38.0,3.0,Bagels,12-15-2022,,,9.0,268.0,44.0,321.0,2.8,83.49,13.71,True
1,Everything Bagel,1 Bagel,340.0,3.0,0.5,0.0,0.0,630.0,67.0,5.0,8.0,4.0,12.0,0.0,182.0,57.0,4.0,Bagels,12-15-2022,,,27.0,268.0,48.0,343.0,7.87,78.13,13.99,True
2,Multigrain Bagel,1 Bagel,380.0,8.0,1.0,0.0,0.0,550.0,63.0,8.0,8.0,7.0,15.0,0.0,297.0,52.0,5.0,Bagels,12-15-2022,,,72.0,252.0,60.0,384.0,18.75,65.62,15.62,True
3,Plain Bagel,1 Bagel,300.0,1.0,0.0,0.0,0.0,620.0,64.0,4.0,7.0,4.0,11.0,0.0,126.0,20.0,4.0,Bagels,12-15-2022,,,9.0,256.0,44.0,309.0,2.91,82.85,14.24,True
4,Sesame Seed Bagel,1 Bagel,350.0,5.0,1.0,0.0,0.0,630.0,64.0,5.0,7.0,4.0,12.0,0.0,152.0,24.0,4.0,Bagels,12-15-2022,,,45.0,256.0,48.0,349.0,12.89,73.35,13.75,True
5,White Cheddar Bagel Twist,1 Bagel Twist,390.0,8.0,4.5,0.0,20.0,760.0,64.0,4.0,7.0,4.0,16.0,0.0,142.0,171.0,4.0,Bagels,12-15-2022,,,72.0,256.0,64.0,392.0,18.37,65.31,16.33,True
0,Cold Brew Coffee - Large,32 oz.,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,275.0,21.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,0.0,0.0,4.0,4.0,0.0,0.0,100.0,True
1,Cold Brew Coffee - Medium,24 oz.,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,15.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,0.0,0.0,0.0,0.0,,,,True
2,Cold Brew Coffee - Small,16 oz.,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,11.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,0.0,0.0,0.0,0.0,,,,True
3,Cold Brew Coffee with Cream - Large,32 oz.,120.0,12.0,6.0,0.0,35.0,65.0,2.0,0.0,2.0,0.0,2.0,1.0,330.0,75.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,108.0,8.0,8.0,124.0,87.1,6.45,6.45,True
4,Cold Brew Coffee with Cream - Medium,24 oz.,90.0,9.0,4.5,0.0,25.0,45.0,1.0,0.0,1.0,0.0,2.0,0.0,247.0,55.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,81.0,4.0,8.0,93.0,87.1,4.3,8.6,True
5,Cold Brew Coffee with Cream - Small,16 oz.,60.0,6.0,3.0,0.0,20.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,165.0,37.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,54.0,4.0,4.0,62.0,87.1,6.45,6.45,True
0,Cold Brew Coffee with Cream and Sugar - Large,32 oz.,260.0,12.0,6.0,0.0,35.0,65.0,37.0,0.0,36.0,35.0,2.0,1.0,330.0,75.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,108.0,148.0,8.0,264.0,40.91,56.06,3.03,True
1,Cold Brew Coffee with Cream and Sugar - Medium,24 oz.,190.0,9.0,4.5,0.0,25.0,45.0,27.0,0.0,27.0,26.0,2.0,0.0,247.0,55.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,81.0,108.0,8.0,197.0,41.12,54.82,4.06,True
2,Cold Brew Coffee with Cream and Sugar - Small,16 oz.,130.0,6.0,3.0,0.0,20.0,30.0,18.0,0.0,18.0,17.0,1.0,0.0,165.0,38.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,54.0,72.0,4.0,130.0,41.54,55.38,3.08,True
3,Cold Brew with Sweet Cold Foam and Cream - Large,32 oz.,230.0,16.0,9.0,0.5,50.0,95.0,20.0,0.0,18.0,15.0,3.0,1.0,346.0,110.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,144.0,80.0,12.0,236.0,61.02,33.9,5.08,True
4,Cold Brew with Sweet Cold Foam and Cream - Medium,24 oz.,170.0,11.0,6.0,0.0,35.0,65.0,14.0,0.0,12.0,10.0,2.0,0.0,255.0,79.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,99.0,56.0,8.0,163.0,60.74,34.36,4.91,True
5,Cold Brew with Sweet Cold Foam and Cream - Small,16 oz.,140.0,8.0,4.5,0.0,25.0,50.0,13.0,0.0,12.0,10.0,2.0,0.0,183.0,62.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,72.0,52.0,8.0,132.0,54.55,39.39,6.06,True
6,"Cold Brew with Sweet Cold Foam, Black - Large",32 oz.,120.0,4.0,2.5,0.0,10.0,50.0,18.0,0.0,16.0,15.0,2.0,0.0,293.0,56.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,36.0,72.0,8.0,116.0,31.03,62.07,6.9,True
7,"Cold Brew with Sweet Cold Foam, Black - Medium",24 oz.,80.0,3.0,1.5,0.0,10.0,35.0,12.0,0.0,11.0,10.0,1.0,0.0,215.0,39.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,27.0,48.0,4.0,79.0,34.18,60.76,5.06,True
8,"Cold Brew with Sweet Cold Foam, Black - Small",16 oz.,80.0,2.5,1.5,0.0,10.0,30.0,12.0,0.0,11.0,10.0,1.0,0.0,157.0,35.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,22.5,48.0,4.0,74.5,30.2,64.43,5.37,True
9,Nitro Cold Brew Coffee - Small,16 oz.,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,6.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,0.0,0.0,0.0,0.0,,,,True
10,Nitro Cold Brew with Sweet Cold Foam - Small,16 oz.,80.0,3.0,1.5,0.0,10.0,30.0,12.0,0.0,11.0,10.0,1.0,0.0,222.0,33.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,27.0,48.0,4.0,79.0,34.18,60.76,5.06,True
0,Butter Packet,1 Packet,35.0,4.0,2.5,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Condiments,12-15-2022,,,36.0,0.0,0.0,36.0,100.0,0.0,0.0,True
1,Butter Spread with Canola Oil,1 Portion,100.0,11.0,4.0,0.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,Condiments,12-15-2022,,,99.0,0.0,0.0,99.0,100.0,0.0,0.0,True
0,Blue Raspberry Coolatta® - Large,Large,460.0,0.0,0.0,0.0,0.0,60.0,112.0,0.0,110.0,110.0,0.0,0.0,9.0,24.0,0.0,Coolatta®,12-15-2022,,,0.0,448.0,0.0,448.0,0.0,100.0,0.0,False
1,Blue Raspberry Coolatta® - Medium,Medium,350.0,0.0,0.0,0.0,0.0,45.0,84.0,0.0,83.0,83.0,0.0,0.0,7.0,18.0,0.0,Coolatta®,12-15-2022,,,0.0,336.0,0.0,336.0,0.0,100.0,0.0,False
2,Blue Raspberry Coolatta® - Small,Small,230.0,0.0,0.0,0.0,0.0,30.0,56.0,0.0,55.0,55.0,0.0,0.0,4.0,10.0,0.0,Coolatta®,12-15-2022,,,0.0,224.0,0.0,224.0,0.0,100.0,0.0,True
3,Strawberry Coolatta® - Large,Large,470.0,0.0,0.0,0.0,0.0,25.0,115.0,1.0,110.0,106.0,0.0,0.0,124.0,32.0,0.0,Coolatta®,12-15-2022,,,0.0,460.0,0.0,460.0,0.0,100.0,0.0,True
4,Strawberry Coolatta® - Medium,Medium,350.0,0.0,0.0,0.0,0.0,15.0,86.0,1.0,83.0,80.0,0.0,0.0,93.0,24.0,0.0,Coolatta®,12-15-2022,,,0.0,344.0,0.0,344.0,0.0,100.0,0.0,True
5,Strawberry Coolatta® - Small,Small,240.0,0.0,0.0,0.0,0.0,10.0,57.0,1.0,55.0,53.0,0.0,0.0,62.0,16.0,0.0,Coolatta®,12-15-2022,,,0.0,228.0,0.0,228.0,0.0,100.0,0.0,False
0,Vanilla Bean Coolatta® - Large,Large,790.0,6.0,3.5,0.0,20.0,320.0,172.0,0.0,167.0,150.0,10.0,2.0,456.0,379.0,0.0,Coolatta®,12-15-2022,,,54.0,688.0,40.0,782.0,6.91,87.98,5.12,True
1,Vanilla Bean Coolatta® - Medium,Medium,590.0,4.5,2.5,0.0,15.0,240.0,129.0,0.0,125.0,113.0,7.0,2.0,342.0,284.0,0.0,Coolatta®,12-15-2022,,,40.5,516.0,28.0,584.5,6.93,88.28,4.79,True
2,Vanilla Bean Coolatta® - Small,Small,390.0,3.0,1.5,0.0,10.0,160.0,86.0,0.0,83.0,75.0,5.0,1.0,228.0,190.0,0.0,Coolatta®,12-15-2022,,,27.0,344.0,20.0,391.0,6.91,87.98,5.12,True
0,Classic Plain Cream Cheese Spread,1 Unit,120.0,12.0,8.0,0.0,40.0,200.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,36.0,0.0,Cream Cheese Spread,12-15-2022,,,108.0,12.0,8.0,128.0,84.38,9.38,6.25,True
1,Garden Veggie Cream Cheese Spread,1 Unit,100.0,10.0,6.0,0.0,35.0,200.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,33.0,0.0,Cream Cheese Spread,12-15-2022,,,90.0,8.0,8.0,106.0,84.91,7.55,7.55,True
2,Strawberry Cream Cheese Spread,1 Unit,130.0,10.0,6.0,0.0,30.0,100.0,9.0,0.0,8.0,7.0,2.0,0.0,0.0,32.0,0.0,Cream Cheese Spread,12-15-2022,,,90.0,36.0,8.0,134.0,67.16,26.87,5.97,True
0,Apple 'n Spice Donut,1 Donut,230.0,10.0,4.0,0.0,0.0,300.0,31.0,1.0,10.0,10.0,4.0,1.0,67.0,14.0,2.0,Donuts,12-15-2022,,,90.0,124.0,16.0,230.0,39.13,53.91,6.96,True
1,Apple Crumb Donut,1 Donut,290.0,11.0,4.5,0.0,0.0,310.0,44.0,1.0,21.0,21.0,5.0,1.0,73.0,12.0,2.0,Donuts,12-15-2022,,,99.0,176.0,20.0,295.0,33.56,59.66,6.78,True
2,Apple Fritter,1 Fritter,470.0,28.0,12.0,0.0,0.0,410.0,47.0,2.0,17.0,15.0,6.0,0.0,96.0,25.0,1.0,Donuts,12-15-2022,,,252.0,188.0,24.0,464.0,54.31,40.52,5.17,True
3,Apple Stick,1 Stick,470.0,30.0,15.0,0.0,30.0,440.0,50.0,1.0,24.0,23.0,4.0,0.0,78.0,30.0,2.0,Donuts,12-15-2022,,,270.0,200.0,16.0,486.0,55.56,41.15,3.29,False
4,Bavarian Kreme Donut,1 Donut,240.0,11.0,4.0,0.0,0.0,310.0,31.0,1.0,11.0,11.0,4.0,1.0,59.0,12.0,2.0,Donuts,12-15-2022,,,99.0,124.0,16.0,239.0,41.42,51.88,6.69,True
5,Bismark,1 Bismark,480.0,22.0,9.0,0.0,0.0,470.0,63.0,1.0,34.0,34.0,6.0,2.0,87.0,19.0,3.0,Donuts,12-15-2022,,,198.0,252.0,24.0,474.0,41.77,53.16,5.06,True
6,Boston Kreme Donut,1 Donut,270.0,11.0,4.5,0.0,0.0,320.0,39.0,1.0,18.0,17.0,5.0,1.0,80.0,13.0,2.0,Donuts,12-15-2022,,,99.0,156.0,20.0,275.0,36.0,56.73,7.27,True
7,Butternut Donut,1 Donut,430.0,21.0,10.0,0.0,20.0,320.0,57.0,1.0,34.0,33.0,4.0,0.0,79.0,25.0,2.0,Donuts,12-15-2022,,,189.0,228.0,16.0,433.0,43.65,52.66,3.7,True
8,Chocolate Butternut Donut,1 Donut,450.0,24.0,11.0,0.0,0.0,420.0,57.0,1.0,35.0,34.0,4.0,0.0,70.0,26.0,1.0,Donuts,12-15-2022,,,216.0,228.0,16.0,460.0,46.96,49.57,3.48,True
9,Chocolate Crème Donut,1 Donut,290.0,14.0,6.0,0.0,0.0,300.0,36.0,1.0,14.0,14.0,5.0,1.0,101.0,14.0,2.0,Donuts,12-15-2022,,,126.0,144.0,20.0,290.0,43.45,49.66,6.9,True
10,Chocolate Dipped French Cruller,1 Donut,280.0,15.0,7.0,0.0,50.0,150.0,33.0,0.0,20.0,20.0,3.0,0.0,37.0,13.0,0.0,Donuts,12-15-2022,,,135.0,132.0,12.0,279.0,48.39,47.31,4.3,True
11,Chocolate Frosted Cake Donut,1 Donut,360.0,20.0,9.0,0.0,20.0,340.0,41.0,1.0,21.0,20.0,4.0,0.0,85.0,25.0,2.0,Donuts,12-15-2022,,,180.0,164.0,16.0,360.0,50.0,45.56,4.44,True
12,Chocolate Frosted Donut,1 Donut,260.0,11.0,4.5,0.0,0.0,290.0,34.0,1.0,13.0,13.0,4.0,0.0,75.0,13.0,2.0,Donuts,12-15-2022,,,99.0,136.0,16.0,251.0,39.44,54.18,6.37,True
13,Chocolate Frosted with Sprinkles Donut,1 Donut,270.0,12.0,5.0,0.0,0.0,290.0,36.0,1.0,15.0,14.0,4.0,0.0,75.0,13.0,2.0,Donuts,12-15-2022,,,108.0,144.0,16.0,268.0,40.3,53.73,5.97,True
14,Chocolate Headlight Donut,1 Donut,310.0,14.0,6.0,0.0,0.0,310.0,41.0,1.0,19.0,18.0,5.0,0.0,105.0,15.0,2.0,Donuts,12-15-2022,,,126.0,164.0,20.0,310.0,40.65,52.9,6.45,True
15,Chocolate Long John,1 Long John,320.0,15.0,6.0,0.0,0.0,400.0,41.0,1.0,16.0,16.0,6.0,2.0,101.0,17.0,3.0,Donuts,12-15-2022,,,135.0,164.0,24.0,323.0,41.8,50.77,7.43,True
16,Cinnamon Donut,1 Donut,330.0,20.0,9.0,0.0,20.0,320.0,34.0,1.0,13.0,13.0,4.0,0.0,66.0,27.0,2.0,Donuts,12-15-2022,,,180.0,136.0,16.0,332.0,54.22,40.96,4.82,True
17,Cinnamon Stick,1 Stick,430.0,30.0,15.0,0.0,30.0,380.0,39.0,1.0,16.0,15.0,4.0,0.0,63.0,29.0,2.0,Donuts,12-15-2022,,,270.0,156.0,16.0,442.0,61.09,35.29,3.62,False
18,Coconut Donut,1 Donut,410.0,21.0,11.0,0.0,20.0,320.0,50.0,1.0,28.0,27.0,4.0,0.0,89.0,25.0,2.0,Donuts,12-15-2022,,,189.0,200.0,16.0,405.0,46.67,49.38,3.95,True
19,Coffee Roll,1 Coffee Roll,390.0,19.0,8.0,0.0,0.0,440.0,48.0,2.0,17.0,16.0,7.0,0.0,92.0,27.0,3.0,Donuts,12-15-2022,,,171.0,192.0,28.0,391.0,43.73,49.1,7.16,True
20,Double Chocolate Donut,1 Donut,380.0,23.0,11.0,0.0,0.0,430.0,41.0,1.0,22.0,21.0,4.0,0.0,75.0,26.0,1.0,Donuts,12-15-2022,,,207.0,164.0,16.0,387.0,53.49,42.38,4.13,True
0,French Cruller,1 Donut,230.0,14.0,7.0,0.0,50.0,135.0,21.0,0.0,10.0,10.0,3.0,0.0,17.0,12.0,0.0,Donuts,12-15-2022,,,126.0,84.0,12.0,222.0,56.76,37.84,5.41,True
1,Frosted Vanilla Crème Donut,1 Donut,330.0,16.0,6.0,0.0,0.0,310.0,44.0,1.0,24.0,24.0,5.0,1.0,81.0,13.0,2.0,Donuts,12-15-2022,,,144.0,176.0,20.0,340.0,42.35,51.76,5.88,True
2,Glazed Blueberry Donut,1 Donut,350.0,18.0,7.0,0.0,30.0,380.0,44.0,1.0,21.0,21.0,4.0,0.0,68.0,20.0,1.0,Donuts,12-15-2022,,,162.0,176.0,16.0,354.0,45.76,49.72,4.52,True
3,Glazed Chocolate Donut,1 Donut,370.0,23.0,10.0,0.0,0.0,420.0,41.0,1.0,21.0,20.0,4.0,0.0,57.0,25.0,1.0,Donuts,12-15-2022,,,207.0,164.0,16.0,387.0,53.49,42.38,4.13,False
4,Glazed Chocolate Stick,1 Stick,410.0,25.0,10.0,0.0,0.0,480.0,42.0,2.0,20.0,19.0,4.0,0.0,126.0,31.0,2.0,Donuts,12-15-2022,,,225.0,168.0,16.0,409.0,55.01,41.08,3.91,True
5,Glazed Donut,1 Donut,240.0,11.0,4.5,0.0,0.0,270.0,33.0,1.0,13.0,12.0,4.0,0.0,56.0,12.0,2.0,Donuts,12-15-2022,,,99.0,132.0,16.0,247.0,40.08,53.44,6.48,True
6,Glazed Jelly Donut,1 Donut,280.0,10.0,4.0,0.0,0.0,290.0,44.0,1.0,21.0,20.0,4.0,1.0,60.0,12.0,2.0,Donuts,12-15-2022,,,90.0,176.0,16.0,282.0,31.91,62.41,5.67,True
7,Glazed Jelly Stick,1 Stick,540.0,30.0,15.0,0.0,30.0,430.0,66.0,1.0,37.0,36.0,4.0,0.0,67.0,29.0,2.0,Donuts,12-15-2022,,,270.0,264.0,16.0,550.0,49.09,48.0,2.91,True
8,Glazed Stick,1 Stick,470.0,30.0,15.0,0.0,30.0,380.0,48.0,1.0,24.0,23.0,4.0,0.0,64.0,27.0,2.0,Donuts,12-15-2022,,,270.0,192.0,16.0,478.0,56.49,40.17,3.35,True
9,Glazed Strawberry Donut,1 Donut,280.0,10.0,4.0,0.0,0.0,280.0,44.0,1.0,23.0,23.0,4.0,1.0,67.0,12.0,2.0,Donuts,12-15-2022,,,90.0,176.0,16.0,282.0,31.91,62.41,5.67,True
10,Jelly Donut,1 Donut,250.0,10.0,4.0,0.0,0.0,290.0,36.0,1.0,13.0,13.0,4.0,1.0,58.0,13.0,2.0,Donuts,12-15-2022,,,90.0,144.0,16.0,250.0,36.0,57.6,6.4,True
11,Jelly Stick,1 Stick,500.0,30.0,15.0,0.0,30.0,420.0,57.0,1.0,29.0,28.0,4.0,0.0,65.0,29.0,2.0,Donuts,12-15-2022,,,270.0,228.0,16.0,514.0,52.53,44.36,3.11,False
12,Lemon Donut,1 Donut,230.0,10.0,4.0,0.0,0.0,310.0,31.0,1.0,10.0,10.0,4.0,1.0,59.0,12.0,2.0,Donuts,12-15-2022,,,90.0,124.0,16.0,230.0,39.13,53.91,6.96,True
13,Lemon Stick,1 Stick,480.0,30.0,15.0,0.0,30.0,460.0,50.0,1.0,24.0,23.0,4.0,0.0,67.0,28.0,2.0,Donuts,12-15-2022,,,270.0,200.0,16.0,486.0,55.56,41.15,3.29,True
14,Maple Crème Donut,1 Donut,290.0,14.0,5.0,0.0,0.0,290.0,38.0,1.0,18.0,18.0,4.0,1.0,61.0,12.0,2.0,Donuts,12-15-2022,,,126.0,152.0,16.0,294.0,42.86,51.7,5.44,True
15,Maple Crème Stick,1 Stick,460.0,22.0,9.0,0.0,0.0,440.0,59.0,1.0,34.0,34.0,5.0,2.0,89.0,17.0,2.0,Donuts,12-15-2022,,,198.0,236.0,20.0,454.0,43.61,51.98,4.41,True
16,Maple Frosted Donut,1 Donut,260.0,11.0,4.5,0.0,0.0,280.0,35.0,1.0,14.0,14.0,4.0,0.0,59.0,12.0,2.0,Donuts,12-15-2022,,,99.0,140.0,16.0,255.0,38.82,54.9,6.27,True
17,Maple Vanilla Crème Donut,1 Donut,330.0,15.0,6.0,0.0,0.0,300.0,45.0,1.0,25.0,25.0,4.0,1.0,65.0,12.0,2.0,Donuts,12-15-2022,,,135.0,180.0,16.0,331.0,40.79,54.38,4.83,True
18,Old Fashioned Donut,1 Donut,310.0,19.0,9.0,0.0,20.0,320.0,30.0,1.0,10.0,9.0,4.0,0.0,64.0,24.0,2.0,Donuts,12-15-2022,,,171.0,120.0,16.0,307.0,55.7,39.09,5.21,True
19,Peanut Donut,1 Donut,470.0,27.0,10.0,0.0,20.0,320.0,50.0,2.0,26.0,25.0,8.0,0.0,162.0,33.0,2.0,Donuts,12-15-2022,,,243.0,200.0,32.0,475.0,51.16,42.11,6.74,True
20,Plain Stick,1 Stick,420.0,30.0,15.0,0.0,30.0,380.0,36.0,1.0,13.0,12.0,4.0,0.0,62.0,27.0,2.0,Donuts,12-15-2022,,,270.0,144.0,16.0,430.0,62.79,33.49,3.72,True
21,Powdered Donut,1 Donut,330.0,20.0,9.0,0.0,20.0,320.0,34.0,1.0,14.0,13.0,4.0,0.0,64.0,24.0,2.0,Donuts,12-15-2022,,,180.0,136.0,16.0,332.0,54.22,40.96,4.82,True
22,Powdered Stick,1 Stick,440.0,30.0,15.0,0.0,30.0,380.0,42.0,1.0,18.0,17.0,4.0,0.0,62.0,27.0,2.0,Donuts,12-15-2022,,,270.0,168.0,16.0,454.0,59.47,37.0,3.52,False
23,Sour Cream Donut,1 Donut,360.0,17.0,7.0,0.0,10.0,360.0,49.0,1.0,25.0,25.0,4.0,0.0,16.0,15.0,1.0,Donuts,12-15-2022,,,153.0,196.0,16.0,365.0,41.92,53.7,4.38,True
24,Strawberry Frosted Donut,1 Donut,260.0,11.0,4.5,0.0,0.0,280.0,35.0,1.0,14.0,14.0,4.0,0.0,59.0,12.0,2.0,Donuts,12-15-2022,,,99.0,140.0,16.0,255.0,38.82,54.9,6.27,True
25,Strawberry Frosted with Sprinkles Donut,1 Donut,270.0,12.0,5.0,0.0,0.0,280.0,37.0,1.0,16.0,15.0,4.0,0.0,59.0,12.0,2.0,Donuts,12-15-2022,,,108.0,148.0,16.0,272.0,39.71,54.41,5.88,True
26,Sugared Donut,1 Donut,210.0,11.0,4.5,0.0,0.0,270.0,24.0,1.0,5.0,4.0,4.0,0.0,55.0,12.0,2.0,Donuts,12-15-2022,,,99.0,96.0,16.0,211.0,46.92,45.5,7.58,True
27,Sugared Stick,1 Stick,430.0,30.0,15.0,0.0,30.0,380.0,39.0,1.0,16.0,15.0,4.0,0.0,62.0,27.0,2.0,Donuts,12-15-2022,,,270.0,156.0,16.0,442.0,61.09,35.29,3.62,False
28,Taillight Donut,1 Donut,320.0,15.0,6.0,0.0,0.0,310.0,41.0,1.0,21.0,20.0,4.0,0.0,78.0,13.0,2.0,Donuts,12-15-2022,,,135.0,164.0,16.0,315.0,42.86,52.06,5.08,True
29,Toasted Coconut Donut,1 Donut,430.0,22.0,11.0,0.0,20.0,360.0,52.0,3.0,29.0,28.0,5.0,1.0,97.0,27.0,2.0,Donuts,12-15-2022,,,198.0,208.0,20.0,426.0,46.48,48.83,4.69,True
30,Vanilla Crème Donut,1 Donut,300.0,15.0,6.0,0.0,0.0,290.0,37.0,1.0,18.0,17.0,4.0,1.0,61.0,12.0,2.0,Donuts,12-15-2022,,,135.0,148.0,16.0,299.0,45.15,49.5,5.35,True
31,Vanilla Frosted Donut,1 Donut,260.0,11.0,4.5,0.0,0.0,280.0,34.0,1.0,14.0,13.0,4.0,0.0,58.0,12.0,2.0,Donuts,12-15-2022,,,99.0,136.0,16.0,251.0,39.44,54.18,6.37,True
32,Vanilla Frosted Sprinkles Donut,1 Donut,270.0,11.0,4.5,0.0,0.0,280.0,37.0,1.0,16.0,15.0,4.0,0.0,60.0,12.0,2.0,Donuts,12-15-2022,,,99.0,148.0,16.0,263.0,37.64,56.27,6.08,True
33,Vanilla Headlight Donut,1 Donut,310.0,15.0,6.0,0.0,0.0,310.0,41.0,1.0,21.0,20.0,4.0,0.0,78.0,13.0,2.0,Donuts,12-15-2022,,,135.0,164.0,16.0,315.0,42.86,52.06,5.08,True
34,Vanilla Long John,1 Long John,320.0,15.0,6.0,0.0,0.0,400.0,42.0,1.0,17.0,16.0,5.0,2.0,81.0,16.0,2.0,Donuts,12-15-2022,,,135.0,168.0,20.0,323.0,41.8,52.01,6.19,True
35,Éclair,1 Éclair,370.0,16.0,6.0,0.0,0.0,470.0,50.0,2.0,23.0,23.0,6.0,2.0,106.0,18.0,3.0,Donuts,12-15-2022,,,144.0,200.0,24.0,368.0,39.13,54.35,6.52,True
0,Apple Streusel Donut,1 Donut,310.0,12.0,4.5,0.0,0.0,310.0,46.0,1.0,23.0,23.0,5.0,1.0,72.0,13.0,2.0,Donuts - Regional,12-15-2022,,,108.0,184.0,20.0,312.0,34.62,58.97,6.41,True
1,Chocolate Coconut Donut,1 Donut,430.0,25.0,12.0,0.0,0.0,420.0,50.0,1.0,29.0,28.0,4.0,0.0,80.0,26.0,1.0,Donuts - Regional,12-15-2022,,,225.0,200.0,16.0,441.0,51.02,45.35,3.63,False
2,Chocolate Crème Stick,1 Stick,460.0,23.0,9.0,0.0,0.0,450.0,58.0,2.0,33.0,33.0,6.0,2.0,108.0,18.0,3.0,Donuts - Regional,12-15-2022,,,207.0,232.0,24.0,463.0,44.71,50.11,5.18,True
