index,Item Type,Serving Size,Calories,fat,Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),carbs,Dietary Fiber (g),Total Sugars (g),Added Sugars (g),protein,Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Table Type,as_of,Drink Type,oz_int,Total Fat_calories,Total Carb_calories,Protein_calories,calc_cals,Total Fat_pct,Total Carb_pct,Protein_pct,cals_match
1,Caramel Craze Signature Hot Latte with Skim Milk - Medium,14 oz.,340.0,5.0,3.0,0.0,25.0,180.0,61.0,0.0,57.0,39.0,12.0,3.0,806.0,436.0,0.0,Hot Latte,12-15-2022,hot,14,45.0,244.0,48.0,337.0,13.35,72.4,14.24,True
2,Caramel Craze Signature Hot Latte with Skim Milk - Small,10 oz.,250.0,5.0,3.0,0.0,20.0,125.0,43.0,0.0,40.0,27.0,8.0,2.0,552.0,298.0,0.0,Hot Latte,12-15-2022,hot,10,45.0,172.0,32.0,249.0,18.07,69.08,12.85,True
0,Caramel Craze Signature Hot Latte with Whole Milk - Large,20 oz.,530.0,17.0,10.0,0.5,60.0,250.0,79.0,0.0,74.0,51.0,15.0,5.0,981.0,542.0,0.0,Hot Latte,12-15-2022,hot,20,153.0,316.0,60.0,529.0,28.92,59.74,11.34,True
1,Caramel Craze Signature Hot Latte with Whole Milk - Medium,14 oz.,410.0,14.0,8.0,0.0,45.0,190.0,61.0,0.0,57.0,39.0,11.0,4.0,739.0,410.0,0.0,Hot Latte,12-15-2022,hot,14,126.0,244.0,44.0,414.0,30.43,58.94,10.63,True
2,Caramel Craze Signature Hot Latte with Whole Milk - Small,10 oz.,300.0,11.0,6.0,0.0,35.0,130.0,43.0,0.0,39.0,27.0,8.0,3.0,507.0,281.0,0.0,Hot Latte,12-15-2022,hot,10,99.0,172.0,32.0,303.0,32.67,56.77,10.56,True
3,Caramel Swirl Hot Latte with Skim Milk - Large,20 oz.,350.0,0.0,0.0,0.0,10.0,230.0,71.0,0.0,69.0,46.0,15.0,4.0,1012.0,553.0,0.0,Hot Latte,12-15-2022,hot,20,0.0,284.0,60.0,344.0,0.0,82.56,17.44,True
4,Caramel Swirl Hot Latte with Skim Milk - Medium,14 oz.,260.0,0.0,0.0,0.0,10.0,170.0,53.0,0.0,52.0,35.0,11.0,3.0,754.0,415.0,0.0,Hot Latte,12-15-2022,hot,14,0.0,212.0,44.0,256.0,0.0,82.81,17.19,True
5,Caramel Swirl Hot Latte with Skim Milk - Small,10 oz.,180.0,0.0,0.0,0.0,5.0,115.0,36.0,0.0,35.0,23.0,8.0,2.0,506.0,276.0,0.0,Hot Latte,12-15-2022,hot,10,0.0,144.0,32.0,176.0,0.0,81.82,18.18,True
6,Caramel Swirl Hot Latte with Whole Milk - Large,20 oz.,450.0,12.0,7.0,0.0,40.0,240.0,70.0,0.0,69.0,46.0,14.0,5.0,922.0,518.0,0.0,Hot Latte,12-15-2022,hot,20,108.0,280.0,56.0,444.0,24.32,63.06,12.61,True
7,Caramel Swirl Hot Latte with Whole Milk - Medium,14 oz.,340.0,9.0,5.0,0.0,30.0,180.0,53.0,0.0,52.0,35.0,11.0,4.0,687.0,389.0,0.0,Hot Latte,12-15-2022,hot,14,81.0,212.0,44.0,337.0,24.04,62.91,13.06,True
8,Caramel Swirl Hot Latte with Whole Milk - Small,10 oz.,230.0,6.0,3.5,0.0,20.0,120.0,35.0,0.0,34.0,23.0,7.0,2.0,461.0,259.0,0.0,Hot Latte,12-15-2022,hot,10,54.0,140.0,28.0,222.0,24.32,63.06,12.61,True
9,Chai Hot Latte with Skim Milk- Large,20 oz.,290.0,0.5,0.0,0.0,5.0,200.0,58.0,2.0,54.0,36.0,13.0,4.0,651.0,450.0,1.0,Hot Latte,12-15-2022,hot,20,4.5,232.0,52.0,288.5,1.56,80.42,18.02,True
10,Chai Hot Latte with Skim Milk- Medium,14 oz.,220.0,0.0,0.0,0.0,5.0,150.0,44.0,2.0,41.0,27.0,10.0,3.0,488.0,338.0,0.0,Hot Latte,12-15-2022,hot,14,0.0,176.0,40.0,216.0,0.0,81.48,18.52,True
11,Chai Hot Latte with Skim Milk- Small,10 oz.,150.0,0.0,0.0,0.0,5.0,100.0,29.0,1.0,27.0,18.0,7.0,2.0,326.0,225.0,0.0,Hot Latte,12-15-2022,hot,10,0.0,116.0,28.0,144.0,0.0,80.56,19.44,True
12,Chai Hot Latte with Whole Milk- Large,20 oz.,390.0,12.0,7.0,0.0,35.0,200.0,57.0,2.0,54.0,36.0,12.0,5.0,561.0,416.0,1.0,Hot Latte,12-15-2022,hot,20,108.0,228.0,48.0,384.0,28.12,59.38,12.5,True
13,Chai Hot Latte with Whole Milk- Medium,14 oz.,290.0,9.0,5.0,0.0,25.0,150.0,43.0,2.0,40.0,27.0,9.0,4.0,421.0,312.0,0.0,Hot Latte,12-15-2022,hot,14,81.0,172.0,36.0,289.0,28.03,59.52,12.46,True
14,Chai Hot Latte with Whole Milk- Small,10 oz.,200.0,6.0,3.5,0.0,20.0,100.0,29.0,1.0,27.0,18.0,6.0,2.0,281.0,208.0,0.0,Hot Latte,12-15-2022,hot,10,54.0,116.0,24.0,194.0,27.84,59.79,12.37,True
15,Cocoa Mocha Signature Hot Latte with Skim Milk - Large,20 oz.,420.0,6.0,4.0,0.0,25.0,210.0,79.0,2.0,69.0,50.0,15.0,5.0,1077.0,480.0,2.0,Hot Latte,12-15-2022,hot,20,54.0,316.0,60.0,430.0,12.56,73.49,13.95,True
16,Cocoa Mocha Signature Hot Latte with Skim Milk - Medium,14 oz.,330.0,6.0,3.5,0.0,20.0,160.0,61.0,2.0,53.0,39.0,11.0,3.0,812.0,363.0,2.0,Hot Latte,12-15-2022,hot,14,54.0,244.0,44.0,342.0,15.79,71.35,12.87,False
17,Cocoa Mocha Signature Hot Latte with Skim Milk - Small,10 oz.,250.0,5.0,3.5,0.0,20.0,110.0,43.0,1.0,37.0,27.0,8.0,2.0,557.0,248.0,1.0,Hot Latte,12-15-2022,hot,10,45.0,172.0,32.0,249.0,18.07,69.08,12.85,True
18,Cocoa Mocha Signature Hot Latte with Whole Milk - Large,20 oz.,520.0,18.0,11.0,0.5,55.0,210.0,78.0,2.0,68.0,50.0,14.0,5.0,987.0,445.0,2.0,Hot Latte,12-15-2022,hot,20,162.0,312.0,56.0,530.0,30.57,58.87,10.57,True
19,Cocoa Mocha Signature Hot Latte with Whole Milk - Medium,14 oz.,400.0,14.0,9.0,0.0,45.0,160.0,60.0,2.0,52.0,39.0,10.0,4.0,744.0,337.0,2.0,Hot Latte,12-15-2022,hot,14,126.0,240.0,40.0,406.0,31.03,59.11,9.85,True
20,Cocoa Mocha Signature Hot Latte with Whole Milk - Small,10 oz.,300.0,11.0,7.0,0.0,35.0,110.0,43.0,1.0,36.0,27.0,7.0,3.0,512.0,230.0,1.0,Hot Latte,12-15-2022,hot,10,99.0,172.0,28.0,299.0,33.11,57.53,9.36,True
21,French Vanilla Swirl Hot Latte with Skim Milk - Large,20 oz.,350.0,0.0,0.0,0.0,10.0,220.0,71.0,0.0,67.0,42.0,15.0,4.0,975.0,534.0,0.0,Hot Latte,12-15-2022,hot,20,0.0,284.0,60.0,344.0,0.0,82.56,17.44,True
22,French Vanilla Swirl Hot Latte with Skim Milk - Medium,14 oz.,260.0,0.0,0.0,0.0,10.0,170.0,53.0,0.0,50.0,31.0,11.0,3.0,727.0,400.0,0.0,Hot Latte,12-15-2022,hot,14,0.0,212.0,44.0,256.0,0.0,82.81,17.19,True
0,French Vanilla Swirl Hot Latte with Skim Milk - Small,10 oz.,170.0,0.0,0.0,0.0,5.0,110.0,35.0,0.0,33.0,21.0,7.0,2.0,488.0,267.0,0.0,Hot Latte,12-15-2022,hot,10,0.0,140.0,28.0,168.0,0.0,83.33,16.67,True
1,French Vanilla Swirl Hot Latte with Whole Milk - Large,20 oz.,450.0,12.0,7.0,0.0,40.0,230.0,70.0,0.0,66.0,42.0,14.0,5.0,885.0,499.0,0.0,Hot Latte,12-15-2022,hot,20,108.0,280.0,56.0,444.0,24.32,63.06,12.61,True
2,French Vanilla Swirl Hot Latte with Whole Milk - Medium,14 oz.,330.0,9.0,5.0,0.0,30.0,170.0,52.0,0.0,50.0,31.0,11.0,4.0,659.0,374.0,0.0,Hot Latte,12-15-2022,hot,14,81.0,208.0,44.0,333.0,24.32,62.46,13.21,True
3,French Vanilla Swirl Hot Latte with Whole Milk - Small,10 oz.,220.0,6.0,3.5,0.0,20.0,115.0,35.0,0.0,33.0,21.0,7.0,2.0,443.0,250.0,0.0,Hot Latte,12-15-2022,hot,10,54.0,140.0,28.0,222.0,24.32,63.06,12.61,True
4,Hot Latte with AlmondMilk - Large,20 oz.,130.0,3.5,0.0,0.0,0.0,240.0,23.0,1.0,20.0,19.0,2.0,4.0,369.0,699.0,1.0,Hot Latte,12-15-2022,hot,20,31.5,92.0,8.0,131.5,23.95,69.96,6.08,True
5,Hot Latte with AlmondMilk - Medium,14 oz.,100.0,3.0,0.0,0.0,0.0,180.0,17.0,1.0,15.0,15.0,1.0,3.0,273.0,525.0,1.0,Hot Latte,12-15-2022,hot,14,27.0,68.0,4.0,99.0,27.27,68.69,4.04,True
6,Hot Latte with AlmondMilk - Small,10 oz.,70.0,2.0,0.0,0.0,0.0,120.0,11.0,0.0,10.0,10.0,1.0,2.0,185.0,350.0,1.0,Hot Latte,12-15-2022,hot,10,18.0,44.0,4.0,66.0,27.27,66.67,6.06,True
7,Hot Latte with Coconutmilk - Large,20 oz.,70.0,6.0,5.0,0.0,0.0,80.0,4.0,0.0,1.0,0.0,1.0,5.0,562.0,759.0,1.0,Hot Latte,12-15-2022,hot,20,54.0,16.0,4.0,74.0,72.97,21.62,5.41,True
8,Hot Latte with Coconutmilk - Medium,14 oz.,50.0,4.5,3.5,0.0,0.0,60.0,3.0,0.0,1.0,0.0,1.0,4.0,417.0,569.0,1.0,Hot Latte,12-15-2022,hot,14,40.5,12.0,4.0,56.5,71.68,21.24,7.08,True
9,Hot Latte with Coconutmilk - Small,10 oz.,35.0,3.0,2.5,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,2.0,281.0,379.0,0.0,Hot Latte,12-15-2022,hot,10,27.0,8.0,0.0,35.0,77.14,22.86,0.0,True
10,Hot Latte with Oatmilk - Large,20 oz.,180.0,5.0,1.0,0.0,0.0,180.0,32.0,4.0,7.0,5.0,3.0,9.0,675.0,503.0,1.0,Hot Latte,12-15-2022,hot,20,45.0,128.0,12.0,185.0,24.32,69.19,6.49,True
11,Hot Latte with Oatmilk - Medium,14 oz.,130.0,4.0,0.5,0.0,0.0,135.0,24.0,3.0,5.0,4.0,2.0,7.0,502.0,377.0,0.0,Hot Latte,12-15-2022,hot,14,36.0,96.0,8.0,140.0,25.71,68.57,5.71,True
12,Hot Latte with Oatmilk - Small,10 oz.,90.0,2.5,0.0,0.0,0.0,90.0,16.0,2.0,4.0,3.0,1.0,4.0,338.0,251.0,0.0,Hot Latte,12-15-2022,hot,10,22.5,64.0,4.0,90.5,24.86,70.72,4.42,True
13,Hot Latte with Skim Milk - Large,20 oz.,130.0,0.0,0.0,0.0,5.0,170.0,20.0,0.0,18.0,0.0,12.0,4.0,665.0,450.0,0.0,Hot Latte,12-15-2022,hot,20,0.0,80.0,48.0,128.0,0.0,62.5,37.5,True
14,Hot Latte with Skim Milk - Medium,14 oz.,100.0,0.0,0.0,0.0,5.0,125.0,15.0,0.0,14.0,0.0,9.0,3.0,494.0,337.0,0.0,Hot Latte,12-15-2022,hot,14,0.0,60.0,36.0,96.0,0.0,62.5,37.5,True
15,Hot Latte with Skim Milk - Small,10 oz.,70.0,0.0,0.0,0.0,5.0,85.0,10.0,0.0,9.0,0.0,6.0,2.0,332.0,225.0,0.0,Hot Latte,12-15-2022,hot,10,0.0,40.0,24.0,64.0,0.0,62.5,37.5,True
16,Hot Latte with Skim Milk and Sugar - Large,20 oz.,270.0,0.0,0.0,0.0,5.0,170.0,54.0,0.0,53.0,35.0,12.0,4.0,666.0,450.0,0.0,Hot Latte,12-15-2022,hot,20,0.0,216.0,48.0,264.0,0.0,81.82,18.18,True
17,Hot Latte with Skim Milk and Sugar - Medium,14 oz.,200.0,0.0,0.0,0.0,5.0,125.0,41.0,0.0,40.0,26.0,9.0,3.0,495.0,337.0,0.0,Hot Latte,12-15-2022,hot,14,0.0,164.0,36.0,200.0,0.0,82.0,18.0,True
18,Hot Latte with Skim Milk and Sugar - Small,10 oz.,130.0,0.0,0.0,0.0,5.0,85.0,27.0,0.0,26.0,17.0,6.0,2.0,333.0,225.0,0.0,Hot Latte,12-15-2022,hot,10,0.0,108.0,24.0,132.0,0.0,81.82,18.18,True
19,Hot Latte with Whole Milk - Large,20 oz.,230.0,12.0,7.0,0.0,35.0,170.0,19.0,0.0,18.0,0.0,12.0,5.0,575.0,415.0,0.0,Hot Latte,12-15-2022,hot,20,108.0,76.0,48.0,232.0,46.55,32.76,20.69,True
20,Hot Latte with Whole Milk - Medium,14 oz.,170.0,9.0,5.0,0.0,25.0,125.0,14.0,0.0,13.0,0.0,9.0,4.0,427.0,311.0,0.0,Hot Latte,12-15-2022,hot,14,81.0,56.0,36.0,173.0,46.82,32.37,20.81,True
21,Hot Latte with Whole Milk - Small,10 oz.,120.0,6.0,3.5,0.0,20.0,85.0,9.0,0.0,9.0,0.0,6.0,2.0,288.0,208.0,0.0,Hot Latte,12-15-2022,hot,10,54.0,36.0,24.0,114.0,47.37,31.58,21.05,True
22,Hot Latte with Whole Milk and Sugar - Large,20 oz.,370.0,12.0,7.0,0.0,35.0,170.0,54.0,0.0,52.0,35.0,12.0,5.0,576.0,416.0,0.0,Hot Latte,12-15-2022,hot,20,108.0,216.0,48.0,372.0,29.03,58.06,12.9,True
23,Hot Latte with Whole Milk and Sugar - Medium,14 oz.,270.0,9.0,5.0,0.0,25.0,125.0,40.0,0.0,39.0,26.0,9.0,4.0,427.0,312.0,0.0,Hot Latte,12-15-2022,hot,14,81.0,160.0,36.0,277.0,29.24,57.76,13.0,True
24,Hot Latte with Whole Milk and Sugar - Small,10 oz.,180.0,6.0,3.5,0.0,20.0,85.0,27.0,0.0,26.0,17.0,6.0,2.0,288.0,208.0,0.0,Hot Latte,12-15-2022,hot,10,54.0,108.0,24.0,186.0,29.03,58.06,12.9,True
25,Matcha Hot Latte with Skim Milk - Large,20 oz.,240.0,0.0,0.0,0.0,5.0,150.0,45.0,2.0,43.0,25.0,14.0,8.0,573.0,448.0,0.0,Hot Latte,12-15-2022,hot,20,0.0,180.0,56.0,236.0,0.0,76.27,23.73,True
0,Matcha Hot Latte with Skim Milk - Medium,14 oz.,180.0,0.0,0.0,0.0,5.0,115.0,34.0,1.0,32.0,19.0,11.0,6.0,430.0,336.0,0.0,Hot Latte,12-15-2022,hot,14,0.0,136.0,44.0,180.0,0.0,75.56,24.44,True
1,Matcha Hot Latte with Skim Milk - Small,10 oz.,120.0,0.0,0.0,0.0,5.0,75.0,23.0,1.0,22.0,12.0,7.0,4.0,286.0,224.0,0.0,Hot Latte,12-15-2022,hot,10,0.0,92.0,28.0,120.0,0.0,76.67,23.33,True
2,Matcha Hot Latte with Whole Milk - Large,20 oz.,340.0,12.0,7.0,0.0,35.0,160.0,44.0,2.0,43.0,25.0,13.0,9.0,483.0,414.0,0.0,Hot Latte,12-15-2022,hot,20,108.0,176.0,52.0,336.0,32.14,52.38,15.48,True
3,Matcha Hot Latte with Whole Milk - Medium,14 oz.,250.0,9.0,5.0,0.0,25.0,120.0,33.0,1.0,32.0,19.0,10.0,6.0,362.0,310.0,0.0,Hot Latte,12-15-2022,hot,14,81.0,132.0,40.0,253.0,32.02,52.17,15.81,True
4,Matcha Hot Latte with Whole Milk - Small,10 oz.,170.0,6.0,3.5,0.0,20.0,80.0,22.0,1.0,21.0,12.0,7.0,4.0,242.0,207.0,0.0,Hot Latte,12-15-2022,hot,10,54.0,88.0,28.0,170.0,31.76,51.76,16.47,True
5,Mocha Swirl Hot Latte with Skim Milk - Large,20 oz.,340.0,1.0,0.5,0.0,5.0,200.0,70.0,2.0,64.0,46.0,14.0,4.0,1016.0,460.0,2.0,Hot Latte,12-15-2022,hot,20,9.0,280.0,56.0,345.0,2.61,81.16,16.23,True
6,Mocha Swirl Hot Latte with Skim Milk - Medium,14 oz.,250.0,1.0,0.5,0.0,5.0,150.0,52.0,2.0,48.0,34.0,10.0,3.0,757.0,345.0,1.0,Hot Latte,12-15-2022,hot,14,9.0,208.0,40.0,257.0,3.5,80.93,15.56,True
7,Mocha Swirl Hot Latte with Skim Milk - Small,10 oz.,170.0,0.5,0.0,0.0,5.0,100.0,35.0,1.0,32.0,23.0,7.0,2.0,508.0,230.0,1.0,Hot Latte,12-15-2022,hot,10,4.5,140.0,28.0,172.5,2.61,81.16,16.23,True
8,Mocha Swirl Hot Latte with Whole Milk - Large,20 oz.,440.0,13.0,7.0,0.0,35.0,200.0,69.0,2.0,63.0,46.0,13.0,5.0,926.0,426.0,2.0,Hot Latte,12-15-2022,hot,20,117.0,276.0,52.0,445.0,26.29,62.02,11.69,True
9,Mocha Swirl Hot Latte with Whole Milk - Medium,14 oz.,330.0,10.0,6.0,0.0,25.0,150.0,52.0,2.0,47.0,34.0,10.0,4.0,690.0,319.0,1.0,Hot Latte,12-15-2022,hot,14,90.0,208.0,40.0,338.0,26.63,61.54,11.83,True
10,Mocha Swirl Hot Latte with Whole Milk - Small,10 oz.,220.0,6.0,3.5,0.0,20.0,100.0,35.0,1.0,32.0,23.0,7.0,2.0,463.0,213.0,1.0,Hot Latte,12-15-2022,hot,10,54.0,140.0,28.0,222.0,24.32,63.06,12.61,True
0,Caramel Swirl Hot Macchiato with Skim Milk - Large,20 oz.,310.0,0.0,0.0,0.0,10.0,190.0,66.0,0.0,63.0,46.0,11.0,3.0,867.0,404.0,0.0,Hot Macchiato,12-15-2022,hot,20,0.0,264.0,44.0,308.0,0.0,85.71,14.29,True
1,Caramel Swirl Hot Macchiato with Skim Milk - Medium,14 oz.,240.0,0.0,0.0,0.0,5.0,140.0,49.0,0.0,47.0,35.0,8.0,2.0,657.0,303.0,0.0,Hot Macchiato,12-15-2022,hot,14,0.0,196.0,32.0,228.0,0.0,85.96,14.04,False
2,Caramel Swirl Hot Macchiato with Skim Milk - Small,10 oz.,160.0,0.0,0.0,0.0,5.0,95.0,33.0,0.0,32.0,23.0,6.0,1.0,456.0,203.0,0.0,Hot Macchiato,12-15-2022,hot,10,0.0,132.0,24.0,156.0,0.0,84.62,15.38,True
3,Caramel Swirl Hot Macchiato with Whole Milk - Large,20 oz.,380.0,8.0,4.5,0.0,30.0,190.0,65.0,0.0,63.0,46.0,11.0,3.0,807.0,381.0,0.0,Hot Macchiato,12-15-2022,hot,20,72.0,260.0,44.0,376.0,19.15,69.15,11.7,True
4,Caramel Swirl Hot Macchiato with Whole Milk - Medium,14 oz.,290.0,6.0,3.5,0.0,20.0,140.0,49.0,0.0,47.0,35.0,8.0,2.0,612.0,286.0,0.0,Hot Macchiato,12-15-2022,hot,14,54.0,196.0,32.0,282.0,19.15,69.5,11.35,True
5,Caramel Swirl Hot Macchiato with Whole Milk - Small,10 oz.,190.0,4.0,2.5,0.0,15.0,95.0,33.0,0.0,31.0,23.0,5.0,2.0,426.0,191.0,0.0,Hot Macchiato,12-15-2022,hot,10,36.0,132.0,20.0,188.0,19.15,70.21,10.64,True
6,French Vanilla Swirl Hot Macchiato with Skim Milk - Large,20 oz.,310.0,0.0,0.0,0.0,10.0,180.0,65.0,0.0,61.0,42.0,11.0,3.0,830.0,385.0,0.0,Hot Macchiato,12-15-2022,hot,20,0.0,260.0,44.0,304.0,0.0,85.53,14.47,True
7,French Vanilla Swirl Hot Macchiato with Skim Milk - Medium,14 oz.,230.0,0.0,0.0,0.0,5.0,135.0,49.0,0.0,46.0,31.0,8.0,2.0,630.0,289.0,0.0,Hot Macchiato,12-15-2022,hot,14,0.0,196.0,32.0,228.0,0.0,85.96,14.04,True
0,French Vanilla Swirl Hot Macchiato with Skim Milk - Small,10 oz.,160.0,0.0,0.0,0.0,5.0,90.0,33.0,0.0,30.0,21.0,5.0,1.0,438.0,193.0,0.0,Hot Macchiato,12-15-2022,hot,10,0.0,132.0,20.0,152.0,0.0,86.84,13.16,True
1,French Vanilla Swirl Hot Macchiato with Whole Milk - Large,20 oz.,380.0,8.0,4.5,0.0,30.0,180.0,65.0,0.0,60.0,42.0,10.0,3.0,770.0,362.0,0.0,Hot Macchiato,12-15-2022,hot,20,72.0,260.0,40.0,372.0,19.35,69.89,10.75,True
2,French Vanilla Swirl Hot Macchiato with Whole Milk - Medium,14 oz.,280.0,6.0,3.5,0.0,20.0,135.0,49.0,0.0,45.0,31.0,8.0,2.0,585.0,272.0,0.0,Hot Macchiato,12-15-2022,hot,14,54.0,196.0,32.0,282.0,19.15,69.5,11.35,True
3,French Vanilla Swirl Hot Macchiato with Whole Milk - Small,10 oz.,190.0,4.0,2.5,0.0,15.0,95.0,33.0,0.0,30.0,21.0,5.0,2.0,408.0,181.0,0.0,Hot Macchiato,12-15-2022,hot,10,36.0,132.0,20.0,188.0,19.15,70.21,10.64,True
4,Hot Macchiato with Coconutmilk - Large,20 oz.,50.0,4.0,3.5,0.0,0.0,65.0,3.0,0.0,0.0,0.0,1.0,3.0,451.0,507.0,1.0,Hot Macchiato,12-15-2022,hot,20,36.0,12.0,4.0,52.0,69.23,23.08,7.69,True
5,Hot Macchiato with Coconutmilk - Medium,14 oz.,40.0,3.0,2.5,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,2.0,345.0,380.0,0.0,Hot Macchiato,12-15-2022,hot,14,27.0,12.0,0.0,39.0,69.23,30.77,0.0,True
6,Hot Macchiato with Coconutmilk - Small,10 oz.,30.0,2.0,1.5,0.0,0.0,35.0,2.0,0.0,0.0,0.0,0.0,2.0,249.0,254.0,0.0,Hot Macchiato,12-15-2022,hot,10,18.0,8.0,0.0,26.0,69.23,30.77,0.0,True
7,Hot Macchiato with Oatmilk - Large,20 oz.,120.0,3.5,0.5,0.0,0.0,130.0,23.0,3.0,5.0,4.0,2.0,6.0,527.0,336.0,0.0,Hot Macchiato,12-15-2022,hot,20,31.5,92.0,8.0,131.5,23.95,69.96,6.08,False
8,Hot Macchiato with Oatmilk - Medium,14 oz.,90.0,2.5,0.0,0.0,0.0,100.0,17.0,2.0,4.0,3.0,2.0,4.0,402.0,252.0,0.0,Hot Macchiato,12-15-2022,hot,14,22.5,68.0,8.0,98.5,22.84,69.04,8.12,True
9,Hot Macchiato with Oatmilk - Small,10 oz.,60.0,2.0,0.0,0.0,0.0,70.0,12.0,1.0,2.0,2.0,1.0,3.0,286.0,169.0,0.0,Hot Macchiato,12-15-2022,hot,10,18.0,48.0,4.0,70.0,25.71,68.57,5.71,True
10,Hot Macchiato with Skim Milk - Large,20 oz.,90.0,0.0,0.0,0.0,5.0,120.0,14.0,0.0,12.0,0.0,8.0,3.0,520.0,301.0,0.0,Hot Macchiato,12-15-2022,hot,20,0.0,56.0,32.0,88.0,0.0,63.64,36.36,True
11,Hot Macchiato with Skim Milk - Medium,14 oz.,70.0,0.0,0.0,0.0,5.0,90.0,11.0,0.0,9.0,0.0,6.0,2.0,397.0,226.0,0.0,Hot Macchiato,12-15-2022,hot,14,0.0,44.0,24.0,68.0,0.0,64.71,35.29,True
12,Hot Macchiato with Skim Milk - Small,10 oz.,50.0,0.0,0.0,0.0,0.0,65.0,7.0,0.0,6.0,0.0,4.0,1.0,283.0,151.0,0.0,Hot Macchiato,12-15-2022,hot,10,0.0,28.0,16.0,44.0,0.0,63.64,36.36,True
13,Hot Macchiato with Skim Milk and Sugar - Large,20 oz.,230.0,0.0,0.0,0.0,5.0,120.0,49.0,0.0,47.0,35.0,8.0,3.0,521.0,301.0,0.0,Hot Macchiato,12-15-2022,hot,20,0.0,196.0,32.0,228.0,0.0,85.96,14.04,True
14,Hot Macchiato with Skim Milk and Sugar - Medium,14 oz.,170.0,0.0,0.0,0.0,5.0,90.0,37.0,0.0,35.0,26.0,6.0,2.0,397.0,226.0,0.0,Hot Macchiato,12-15-2022,hot,14,0.0,148.0,24.0,172.0,0.0,86.05,13.95,True
